name,total_reviews,total_citedin,max_citedin,max_citedin_pmid,max_citedin_year,year_start,year_last
C W Lober,1,24,24,3534008,1986,1986,1986
Franco Locatelli,1,2,2,21925087,2011,2011,2011
Camille Locht,1,2,2,26517361,2015,2015,2015
Ansgar W Lohse,1,76,76,19717280,2009,2009,2009
Giovanna Lombardi,1,12,12,25244106,2014,2014,2014
Sarah L Londrigan,1,16,16,22894921,2012,2012,2012
Aidan Long,1,1,1,20406590,2010,2010,2010
Aidan A Long,1,4,4,20065638,2010,2010,2010
Andrea Longatti,1,5,5,26694453,2015,2015,2015
Maria Paula Longhi,1,1,1,27479803,2016,2016,2016
M F Lopes,1,5,5,11071527,2000,2000,2000
M Lopez-Botet,1,26,26,10496306,1999,1999,1999
Carlos Lopez-Larrea,1,13,13,23803720,2013,2013,2013
Carolina B Lopez,1,10,10,21752617,2011,2011,2011
G M Lord,1,22,22,19912248,2009,2009,2009
Joseph Lorenzo,1,1,1,17966391,2007,2007,2007
T Lotti,1,1,1,8609436,1995,1995,1995
J A Louis,1,3,3,12801805,2003,2003,2003
Clifford A Lowell,1,13,13,18508521,2008,2008,2008
B Lu,1,26,26,18007660,2007,2007,2007
C Y Lu,1,15,15,10354265,1999,1999,1999
Jin Hua Lu,1,30,30,18318990,2008,2008,2008
Zheng-Rong Lu,1,4,4,25413856,2014,2014,2014
Jeremy Luban,1,29,29,23084911,2012,2012,2012
M Lucas,1,9,9,11703537,2001,2001,2001
A J Lucendo,1,0,0,18928689,2008,2008,2008
Andreas Luch,1,0,0,24214622,2013,2013,2013
Maren Luchtefeld,1,4,4,22902067,2012,2012,2012
F C Luft,1,0,0,12647354,2003,2003,2003
T A Luger,1,9,9,9382564,1997,1997,1997
S A Lugovskaia,1,0,0,9377015,1998,1998,1998
Miodrag L Lukic,1,16,16,22418727,2012,2012,2012
Katalin Lumniczky,1,9,9,23994343,2013,2013,2013
T Lund,1,0,0,11140468,2001,2001,2001
Ingrid E Lundberg,1,9,9,17389031,2007,2007,2007
Rachel J Lundie,1,4,4,20951016,2010,2010,2010
Jan D Lunemann,1,20,20,20717105,2010,2010,2010
Guangheng Luo,1,3,3,22902239,2012,2012,2012
Xin M Luo,1,1,1,27034965,2016,2016,2016
Anne Luptrawan,1,6,6,18474011,2008,2008,2008
Andrew D Luster,1,101,101,11790543,2002,2002,2002
Sanjiv A Luther,1,6,6,21333683,2011,2011,2011
Hans U Lutz,1,34,34,19058756,2008,2008,2008
Waldemar Lutz,1,4,4,15852756,2005,2005,2005
Nils Lycke,1,6,6,15681758,2005,2005,2005
S D Lyman,1,5,5,9664159,1998,1998,1998
Marina A Lynch,1,8,8,21664452,2011,2011,2011
Charles W Lynde,1,22,22,24655820,2014,2014,2014
Neil A Mabbott,1,44,44,16462753,2006,2006,2006
Paul A Macary,1,17,17,15196201,2004,2004,2004
Paolo Macchiarini,1,6,6,22248229,2012,2012,2012
Andrew S MacDonald,1,18,18,16696981,2006,2006,2006
Kelli P A MacDonald,1,1,1,25367185,2014,2014,2014
Thomas T MacDonald,1,50,50,21530743,2011,2011,2011
Donald Jr MacGlashan,1,4,4,16222083,2005,2005,2005
Donald W Jr MacGlashan,1,9,9,22749712,2012,2012,2012
Charles R Mackay,1,1,1,16933363,2006,2006,2006
R M MacKie,1,0,0,2032158,1991,1991,1991
Ian MacLennan,1,39,39,12354377,2002,2002,2002
Amanda S Macleod,1,34,34,21560071,2011,2011,2011
Gordon Macpherson,1,9,9,12974777,2003,2003,2003
Gordon MacPherson,1,1,1,15681746,2005,2005,2005
T J MacVittie,1,0,0,11710776,2001,2001,2001
Meena S Madhur,1,1,1,26717315,2015,2015,2015
Karen Madsen,1,13,13,16633128,2006,2006,2006
Yoshinobu Maeda,1,6,6,23982970,2013,2013,2013
Georges J M Maestroni,1,5,5,16181110,2005,2005,2005
Pasquale Maffia,1,5,5,23059425,2012,2012,2012
Gerard Mage,1,1,1,18156111,2007,2007,2007
Azzam A Maghazachi,1,8,8,24493826,2014,2014,2014
Bernard P Mahon,1,57,57,20718666,2010,2010,2010
Rick M Maizels,1,23,23,21875581,2011,2011,2011
S Majewski,1,0,0,3313532,1987,1987,1987
A A Makhlay,1,0,0,26281301,2015,2015,2015
Rama Malaviya,1,3,3,20430118,2010,2010,2010
C Maliszewski,1,3,3,11484609,2001,2001,2001
S B Mallory,1,0,0,1718664,1991,1991,1991
Lene Malmgaard,1,2,2,16359225,2005,2005,2005
R W Malone,1,1,1,10486925,1999,1999,1999
Kevin J Maloy,1,30,30,17320411,2007,2007,2007
James S Malter,1,2,2,15248169,2004,2004,2004
Anatoli M Malyguine,1,4,4,20955111,2010,2010,2010
Fathia Mami-Chouaib,1,1,1,16962052,2006,2006,2006
Angelo A Manfredi,1,15,15,19348611,2009,2009,2009
Santhakumar Manicassamy,1,10,10,25977193,2015,2015,2015
S N Manie,1,1,1,7587354,1995,1995,1995
Masoud H Manjili,1,6,6,23017142,2012,2012,2012
T Manser,1,1,1,9602364,1998,1998,1998
Michael K Mansour,1,25,25,12160853,2002,2002,2002
N J Mantis,1,92,92,21975936,2011,2011,2011
A Mantovanii,1,0,0,10854653,2000,2000,2000
Eugene Maraskovsky,1,15,15,19381160,2009,2009,2009
L M March,1,0,0,3313661,1987,1987,1987
A Marchant,1,46,46,15958064,2005,2005,2005
P N Marche,1,1,1,10210739,1999,1999,1999
Simeone Marino,1,11,11,15866037,2005,2005,2005
Sara Mariucci,1,1,1,21161672,2010,2010,2010
Silva Markovic-Plese,1,5,5,20384573,2010,2010,2010
E V Markusevich,1,0,0,24772627,2014,2014,2014
Gianni Marone,1,8,8,24217601,2013,2013,2013
Philippa Marrack,1,44,44,17644328,2007,2007,2007
James C Marsh,1,7,7,23302906,2013,2013,2013
Jean S Marshall,1,10,10,24698842,2014,2014,2014
John L Marshall,1,0,0,15929805,2005,2005,2005
Scott R Marshall,1,17,17,16757968,2006,2006,2006
Nicola Martin,1,42,42,19339954,2009,2009,2009
C Martinez-A,1,2,2,11285294,2001,2001,2001
Eva M Martinez-Caceres,1,4,4,26819498,2016,2016,2016
Luis Martinez-Lostao,1,2,2,21827400,2011,2011,2011
Luisa Martinez-Pomares,1,40,40,22966131,2012,2012,2012
Olivia M Martinez,1,10,10,15776458,2005,2005,2005
Kazuo Maruyama,1,0,0,17268150,2007,2007,2007
Tsutomu Masaki,1,4,4,23514536,2013,2013,2013
I D Mascanfroni,1,4,4,25168240,2014,2014,2014
J M Mascaro,1,1,1,8884150,1996,1996,1996
Rosario Maselli,1,11,11,25878402,2015,2015,2015
D Mason,1,3,3,8642274,1996,1996,1996
Lauren M K Mason,1,16,16,24388562,2014,2014,2014
M Massaia,1,1,1,9358470,1997,1997,1997
L Massari,1,5,5,17908881,2007,2007,2007
A Massimo Gianni,1,0,0,12658901,2003,2003,2003
Majid Masso,1,4,4,14603101,2003,2003,2003
Barbara J Masten,1,71,71,11773610,2002,2002,2002
Enrico Mastrobattista,1,26,26,22580109,2012,2012,2012
Hiroshi Masutani,1,2,2,12033447,2002,2002,2002
Hideaki Masuzaki,1,8,8,23855795,2013,2013,2013
Pablo Matar,1,10,10,19272130,2009,2009,2009
Julien Matricon,1,4,4,20412746,2010,2010,2010
Hiroshi Matsuda,1,4,4,22531722,2012,2012,2012
H Matsue,1,0,0,11478155,2001,2001,2001
Mary S Matsui,1,14,14,15603215,2004,2004,2004
Kenjiro Matsuno,1,5,5,21471663,2010,2010,2010
Koichi Matsuo,1,7,7,15247511,2004,2004,2004
Masanori Matsuoka,1,0,0,15745061,2005,2005,2005
Glenn K Matsushima,1,7,7,20367140,2010,2010,2010
Kouji Matsushima,1,0,0,15861660,2005,2005,2005
Kouji Matsushimaa,1,12,12,15814331,2005,2005,2005
Hirokazu Matsushita,1,0,0,23259385,2012,2012,2012
Fabrizio Mattei,1,14,14,20627800,2010,2010,2010
Joerg Mattes,1,6,6,24409981,2014,2014,2014
R A Matthay,1,0,0,6810558,1982,1982,1982
J B Matthews,1,8,8,19527450,2009,2009,2009
R J Matthews,1,5,5,17073746,2006,2006,2006
Mats-Olof Mattsson,1,27,27,15352165,2004,2004,2004
Claudia Mauri,1,47,47,25902480,2015,2015,2015
Patrick H Maxwell,1,3,3,19840863,2009,2009,2009
Tanya N Mayadas,1,6,6,20667782,2010,2010,2010
Anne Mayer-Scholl,1,2,2,16729468,2006,2006,2006
Terry M Mayhew,1,8,8,18553098,2008,2008,2008
Cristobalina Mayorga,1,3,3,21659861,2011,2011,2011
Julien Mazieres,1,1,1,25827132,2015,2015,2015
M Mazzone,1,36,36,23604130,2013,2013,2013
F McAllister,1,2,2,26364615,2015,2015,2015
Martin D McCarter,1,0,0,16291384,2005,2005,2005
Shaun R McColl,1,14,14,12225386,2002,2002,2002
I McConnell,1,2,2,2152501,1990,1990,1990
J P McCulley,1,7,7,10457588,1999,1999,1999
Kenneth R McCurry,1,15,15,16764631,2006,2006,2006
D M McDonald,1,4,4,9308914,1997,1997,1997
Tracy L McGaha,1,7,7,23377225,2013,2013,2013
Mandy J McGeachy,1,48,48,18319054,2008,2008,2008
D A McKay,1,0,0,8357969,1993,1993,1993
I A Mckay,1,0,0,10819081,2000,2000,2000
D H McKenna,1,4,4,21175665,2010,2010,2010
J L McKenzie,1,5,5,2152498,1990,1990,1990
A McKnight,1,34,34,11714623,2001,2001,2001
Donal P McLornan,1,2,2,26292803,2015,2015,2015
C McMenamin,1,2,2,1827750,1991,1991,1991
Shaun McNulty,1,13,13,23551234,2013,2013,2013
Daniel W McVicar,1,103,103,19230638,2009,2009,2009
Terry K Means,1,12,12,23076328,2012,2012,2012
Jeffrey A Medin,1,7,7,18508428,2008,2008,2008
Babak J Mehrara,1,0,0,28106728,2017,2017,2017
M Meijerink,1,10,10,21831770,2011,2011,2011
R Meiss,1,0,0,7657442,1995,1995,1995
A A Melcher,1,12,12,20132058,2010,2010,2010
Lode Melis,1,7,7,19591637,2009,2009,2009
E D Mellins,1,11,11,10679402,2000,2000,2000
M S Meltzer,1,6,6,1873923,1991,1991,1991
Patricia Mendez-Samperio,1,0,0,27348757,2016,2016,2016
Nahum Mendez-Sanchez,1,3,3,26339640,2015,2015,2015
Hugo Mendieta-Zeron,1,4,4,22091685,2011,2011,2011
Wilson S Meng,1,5,5,16050780,2005,2005,2005
S J Mentzer,1,1,1,10757079,2000,2000,2000
Hans P Merkle,1,16,16,23751781,2013,2013,2013
Circe Mesa,1,5,5,25483674,2014,2014,2014
Ilhem Messaoudi,1,23,23,20524846,2010,2010,2010
Ozcan Met,1,1,1,23296940,2013,2013,2013
Dennis W Metzger,1,44,44,18837786,2008,2008,2008
Andreas Meyerhans,1,0,0,26576439,2015,2015,2015
O D Miadelets,1,0,0,3044299,1988,1988,1988
Edward A Miao,1,157,157,21884178,2011,2011,2011
Patrick Midoux,1,3,3,23296939,2013,2013,2013
L Miele,1,9,9,11249652,2001,2001,2001
G W Mierau,1,8,8,6347865,1983,1983,1983
F Miesowicz,1,16,16,17669561,2007,2007,2007
Adane Mihret,1,9,9,23154283,2012,2012,2012
Ashley M Miller,1,18,18,16362411,2005,2005,2005
H R Miller,1,6,6,10233690,1999,1999,1999
Joanna L Miller,1,5,5,16920491,2006,2006,2006
Rachel L Miller,1,5,5,24323745,2013,2013,2013
Owain R Millington,1,46,46,16611373,2006,2006,2006
Paul Milne,1,0,0,26554892,2015,2015,2015
G Milon,1,0,0,9247031,1997,1997,1997
D B Milosevic,1,0,0,15149145,2004,2004,2004
Tsuneyo Mimori,1,1,1,23291481,2013,2013,2013
Toshihide Mimura,1,0,0,12056404,2002,2002,2002
M Minchev,1,0,0,12515033,2003,2003,2003
M Mino,1,0,0,1291759,1992,1992,1992
Justine D Mintern,1,13,13,23076333,2012,2012,2012
Kiran D Mir,1,4,4,22748236,2012,2012,2012
Nicolae Mirancea,1,0,0,27151684,2016,2016,2016
C Miranda de Carvalho,1,2,2,16019158,2005,2005,2005
R G Mirmira,1,12,12,22709273,2012,2012,2012
Y Mishima,1,4,4,1571264,1992,1992,1992
Kazuaki Misugi,1,11,11,11914634,2002,2002,2002
Duane A Mitchell,1,13,13,19560742,2009,2009,2009
Paul Mitchell,1,4,4,26453294,2015,2015,2015
Robert S Mittler,1,3,3,16951932,2006,2006,2006
Yoshiki Miyachi,1,12,12,15481152,2004,2004,2004
Susumu Miyamoto,1,4,4,24140772,2013,2013,2013
Takeshi Miyamoto,1,13,13,17164993,2006,2006,2006
Masayuki Miyasaka,1,0,0,28413196,2017,2017,2017
Shoichiro Miyatake,1,0,0,15861647,2005,2005,2005
Shuichi Miyazaki,1,7,7,15995583,2005,2005,2005
Masaaki Miyazawa,1,0,0,15954352,2005,2005,2005
Robert L Modlin,1,27,27,12088679,2002,2002,2002
John R Moffett,1,96,96,12848846,2003,2003,2003
Mohammad G Mohammad,1,5,5,23271370,2012,2012,2012
Mo Yin Mok,1,2,2,25639676,2015,2015,2015
Luciana L Molinero,1,6,6,22074783,2011,2011,2011
Bruce A Molitoris,1,35,35,24892710,2014,2014,2014
Eamonn S Molloy,1,1,1,26893518,2016,2016,2016
A P Monaco,1,1,1,12270288,2002,2002,2002
Archana Monie,1,9,9,19722895,2009,2009,2009
Bradley J Monk,1,0,0,17091565,2006,2006,2006
Cesare Montecucco,1,56,56,16861036,2006,2006,2006
R A Monteil,1,0,0,3516986,1986,1986,1986
Nancy A Monteiro-Riviere,1,3,3,23224242,2012,2012,2012
Terezinha de Cresci Braga Montelli,1,4,4,20528763,2010,2010,2010
M T Montero Vega,1,1,1,16854349,2006,2006,2006
Juan J Montesinos,1,19,19,25961059,2015,2015,2015
Silvia Monticelli,1,13,13,23550635,2013,2013,2013
S Montplaisir,1,1,1,9264338,1997,1997,1997
D Branch Moody,1,12,12,25703557,2015,2015,2015
David J Mooney,1,46,46,18501452,2008,2008,2008
J P Moore,1,130,130,9287172,1997,1997,1997
K W Moore,1,1307,1307,11244051,2001,2001,2001
J W Moorhead,1,12,12,7004136,1980,1980,1980
Jorge R Mora,1,11,11,18991275,2008,2008,2008
Thomas M Moran,1,13,13,16537581,2006,2006,2006
G Morand,1,3,3,8561576,1996,1996,1996
Penelope A Morel,1,8,8,21717078,2011,2011,2011
V B Morhenn,1,6,6,9293159,1997,1997,1997
Ryosuke Mori,1,1,1,19106497,2008,2008,2008
Akiko Morikawa,1,0,0,12807014,2003,2003,2003
Shigeto Morimoto,1,0,0,22040819,2011,2011,2011
W L Morison,1,9,9,2687907,1989,1989,1989
A Morita,1,5,5,10449180,1999,1999,1999
Brian J Morrison,1,30,30,18671830,2008,2008,2008
W J Morrow,1,3,3,11249651,2001,2001,2001
H C 3rd Morse,1,22,22,9558091,1998,1998,1998
Michael Morse,1,14,14,19689297,2009,2009,2009
Esmaeil Mortaz,1,5,5,22390696,2012,2012,2012
Y M Mosaad,1,2,2,26099424,2015,2015,2015
W Mosca,1,0,0,2520482,1989,1989,1989
E Iu Moskaleva,1,0,0,19957893,2009,2009,2009
Miriam E Mossoba,1,7,7,17181444,2006,2006,2006
Elahe Motevaseli,1,4,4,26595390,2015,2015,2015
P Moureaux,1,0,0,1322140,1992,1992,1992
David L Moyes,1,4,4,25607781,2015,2015,2015
Shmuel Muallem,1,9,9,21152975,2010,2010,2010
Maria Muccioli,1,18,18,22505809,2012,2012,2012
G C Mudde,1,1,1,2032159,1991,1991,1991
Daniel L Mueller,1,92,92,20016506,2009,2009,2009
Pinku Mukherjee,1,7,7,19190769,2009,2009,2009
Bratati Mukhopadhyay,1,0,0,23264999,2011,2011,2011
Muhammad Mahmood Mukhtar,1,9,9,22449788,2012,2012,2012
H K Muller-Hermelink,1,9,9,10483582,1999,1999,1999
Michaela C Muller-Trutwin,1,12,12,22472855,2012,2012,2012
Alexander J Muller,1,41,41,17305476,2007,2007,2007
Ingo Muller,1,8,8,19236902,2009,2009,2009
S Muller,1,6,6,15818468,2005,2005,2005
Viktor Muller,1,6,6,12615208,2003,2003,2003
William R Mulley,1,9,9,18221253,2008,2008,2008
D W Mullins,1,3,3,10874498,2000,2000,2000
R F Mullins,1,337,337,11587915,2001,2001,2001
Mark E Mummert,1,22,22,15888911,2005,2005,2005
R J Mumper,1,2,2,11697222,2001,2001,2001
David H Munn,1,1,1,12081935,2002,2002,2002
Maria Angeles Munoz-Fernandez,1,0,0,25529571,2014,2014,2014
Luis E Munoz,1,14,14,25081199,2014,2014,2014
Nikhil C Munshi,1,3,3,17996595,2007,2007,2007
Theresa L Murphy,1,49,49,23787991,2013,2013,2013
James L Murray,1,3,3,19754218,2009,2009,2009
Peter J Murray,1,97,97,16713356,2006,2006,2006
Eddie F C Murta,1,2,2,23675964,2013,2013,2013
Gopal Murugaiyan,1,3,3,26943802,2016,2016,2016
Ravikumar Muthuswamy,1,18,18,19374544,2009,2009,2009
Tuna Mutis,1,8,8,18790454,2008,2008,2008
Masahiko Muto,1,0,0,16469081,2006,2006,2006
Gy Muzes,1,1,1,22982722,2012,2012,2012
J L Myers,1,7,7,10763087,2000,2000,2000
Gary J Nabel,1,38,38,23388006,2013,2013,2013
D Nachbaur,1,2,2,16194884,2005,2005,2005
David Nadal,1,2,2,26428378,2015,2015,2015
Kari C Nadeau,1,2,2,25195100,2014,2014,2014
Ryozo Nagai,1,8,8,23740215,2013,2013,2013
Sangeetha Nagarajan,1,0,0,26679106,2015,2015,2015
M Nagashima,1,1,1,2466007,1988,1988,1988
Makoto Nagata,1,17,17,21334836,2011,2011,2011
Yuji Nagayama,1,0,0,17154081,2006,2006,2006
Nandor Nagy,1,2,2,23570710,2013,2013,2013
Nikoletta Nagy,1,0,0,20427260,2010,2010,2010
Madhavan P N Nair,1,10,10,20932494,2010,2010,2010
Seishiro Naito,1,0,0,18939486,2008,2008,2008
Nader Najafian,1,5,5,22157321,2011,2011,2011
Mehdi Najar,1,8,8,26794710,2016,2016,2016
Shinsaku Nakagawa,1,0,0,17268153,2007,2007,2007
Toshihiro Nakajima,1,5,5,16240999,2005,2005,2005
Mary C Nakamura,1,66,66,16313340,2005,2005,2005
Norihiro Nakamura,1,0,0,21038619,2008,2008,2008
Takashi Nakamura,1,0,0,27803478,2016,2016,2016
Michio Nakaya,1,0,0,26234352,2015,2015,2015
Toshinori Nakayama,1,15,15,18377768,2008,2008,2008
Ayten Nalbant,1,0,0,26476540,2015,2015,2015
Nikolai V Naoumov,1,20,20,15854885,2005,2005,2005
R B Narayanan,1,7,7,3294543,1988,1988,1988
Krishnamurthy Natarajan,1,4,4,18341202,2008,2008,2008
Gioacchino Natoli,1,13,13,25213094,2014,2014,2014
Ulrike Naumann,1,2,2,25746108,2015,2015,2015
Cristina V Navarrete,1,0,0,12854889,2003,2003,2003
I Navarro-Teulon,1,0,0,19481373,2009,2009,2009
Rabindranath Nayak,1,2,2,16046169,2005,2005,2005
Paul H Naylor,1,0,0,20536465,2010,2010,2010
Monica Neagu,1,9,9,20964610,2010,2010,2010
Andre E Nel,1,101,101,18313407,2008,2008,2008
Delia J Nelson,1,5,5,24291067,2013,2013,2013
G R Nemerow,1,5,5,2161885,1990,1990,1990
John Nemunaitis,1,25,25,15963916,2005,2005,2005
Alessio Nencioni,1,9,9,17977615,2007,2007,2007
Mihai G Netea,1,32,32,16189071,2005,2005,2005
James M Neuberger,1,2,2,18317494,2008,2008,2008
Markus F Neurath,1,22,22,18402523,2008,2008,2008
Bruno M Neves,1,14,14,26297944,2015,2015,2015
Rodney D Newberry,1,9,9,23380572,2013,2013,2013
M Karen Newell-Rogers,1,0,0,25605869,2015,2015,2015
Kenneth A Newell,1,6,6,16770237,2006,2006,2006
Luciana Nichita,1,0,0,22568269,2011,2011,2011
A Nicolini,1,4,4,21622284,2011,2011,2011
Mark R Nicolls,1,41,41,24951765,2014,2014,2014
Roberto F Nicosia,1,14,14,19199964,2009,2009,2009
Mie Nieda,1,1,1,15861648,2005,2005,2005
Jerry Y Niederkorn,1,15,15,12424842,2002,2002,2002
G Niedermann,1,3,3,22907580,2012,2012,2012
David G Nielsen,1,13,13,19941667,2009,2009,2009
P Nieuwenhuis,1,2,2,1896615,1991,1991,1991
Rienk Nieuwland,1,23,23,20149923,2010,2010,2010
Tanja Ninkovic,1,8,8,16918445,2006,2006,2006
Jun Nishihira,1,11,11,23050964,2012,2012,2012
K Nishioka,1,1,1,3158619,1985,1985,1985
Ewa Nizankowska-Mogilnicka,1,0,0,14567097,2003,2003,2003
C Nobes,1,21,21,11069097,2000,2000,2000
Cinzia Nobili,1,0,0,18705415,2008,2008,2008
Alistair Noble,1,0,0,12153505,2002,2002,2002
Samuel P Nobs,1,32,32,25521683,2014,2014,2014
Yasuko Noda,1,121,121,18626067,2008,2008,2008
Heidi Noels,1,249,249,22064431,2011,2011,2011
Jerzy-Roch Nofer,1,10,10,22355098,2012,2012,2012
Masaaki Noguchi,1,3,3,24228127,2013,2013,2013
Masanori Noguchi,1,16,16,19015149,2008,2008,2008
H Nomiyama,1,65,65,11432208,2001,2001,2001
Shigeaki Nonoyama,1,0,0,25509816,2014,2014,2014
Douglas M Noonan,1,17,17,25178695,2014,2014,2014
Gunnel Nordmark,1,8,8,22208657,2012,2012,2012
Nicola Normanno,1,2,2,14563515,2003,2003,2003
S D Norton,1,3,3,8104378,1993,1993,1993
Joshua D Nosanchuk,1,2,2,25933034,2015,2015,2015
G J Nossal,1,13,13,8034334,1994,1994,1994
R Nunez,1,0,0,8526090,1995,1995,1995
Robert B Nussenblatt,1,1,1,25749202,2015,2015,2015
Michel Nussenzweig,1,93,93,12727620,2003,2003,2003
T B Nutman,1,1,1,25869527,2015,2015,2015
Cliona O'Farrelly,1,36,36,19639317,2009,2009,2009
Anne O'Garra,1,24,24,25004818,2014,2014,2014
Kim L O'Neill,1,0,0,25339289,2014,2014,2014
S M O'Neill,1,3,3,26577605,2015,2015,2015
M G O'Rourke,1,1,1,15203991,2004,2004,2004
Joyce O'Shaughnessy,1,9,9,24270350,2013,2013,2013
Mary P O'Sullivan,1,3,3,20888298,2010,2010,2010
Hans-Heinrich Oberg,1,24,24,17073555,2006,2006,2006
A Oberholzer,1,0,0,17333067,2007,2007,2007
Natasa Obermajer,1,42,42,20363321,2010,2010,2010
Jordi C Ochando,1,1,1,20616727,2010,2010,2010
Takenori Ochiai,1,2,2,16691360,2006,2006,2006
Tekenori Ochiai,1,2,2,17981735,2007,2007,2007
Christine Odoux,1,13,13,14685779,2003,2003,2003
Sabine Oertelt-Prigione,1,54,54,22155201,2011,2011,2011
Stefan Offermanns,1,10,10,21944259,2011,2011,2011
R Offringa,1,0,0,10907460,2000,2000,2000
K Ogasawara,1,0,0,11797392,2002,2002,2002
Pearay L Ogra,1,8,8,18196951,2008,2008,2008
Sangkon Oh,1,3,3,23201532,2012,2012,2012
John R Ohlfest,1,14,14,22809568,2012,2012,2012
Kenji Ohmori,1,0,0,15118258,2004,2004,2004
Mari Ohmura-Hoshino,1,10,10,20213309,2010,2010,2010
Hiroshi Ohno,1,2,2,16505599,2006,2006,2006
Naohito Ohno,1,4,4,18328447,2008,2008,2008
T Ohno,1,0,0,11762039,2002,2002,2002
Yusei Ohshima,1,0,0,19169080,2009,2009,2009
Hideho Okada,1,51,51,19348609,2009,2009,2009
Haruki Okamura,1,0,0,15861661,2005,2005,2005
Seiya Okuda,1,0,0,16523939,2006,2006,2006
M R Okun,1,1,1,825478,1976,1976,1976
Per-Arne Oldenborg,1,20,20,15359629,2004,2004,2004
Guillaume Oldenhove,1,82,82,18799144,2008,2008,2008
Judith Olejnik,1,18,18,21927676,2011,2011,2011
Jordi Olloquequi,1,0,0,26530199,2015,2015,2015
David M Olson,1,26,26,20388637,2010,2010,2010
Michal A Olszewski,1,2,2,26597428,2015,2015,2015
Soji F Oluwole,1,2,2,15289641,2004,2004,2004
Helen C ONeill,1,4,4,14704369,2004,2004,2004
B H Ong,1,0,0,8011505,1994,1994,1994
Santa Jeremy Ono,1,1,1,18418504,2008,2008,2008
Takashi Onodera,1,5,5,19275736,2009,2009,2009
Kazunori Onoe,1,0,0,19378781,2009,2009,2009
Steven M Opal,1,11,11,14498823,2003,2003,2003
Ciriana Orabona,1,16,16,22481272,2012,2012,2012
Modesto Orea Solano,1,1,1,15314843,2004,2004,2004
A N Orekhov,1,0,0,23401997,2013,2013,2013
Carlos Ortiz-Hidalgo,1,2,2,18091395,2007,2007,2007
Daniel Ortuno-Sahagun,1,5,5,25961060,2015,2015,2015
M Osborn,1,1,1,6819705,1982,1982,1982
Hiroyuki Oshiumi,1,0,0,28335522,2017,2017,2017
Ferry Ossendorp,1,15,15,22449782,2012,2012,2012
J M Ossewaarde,1,0,0,16683047,2006,2006,2006
Julie R Ostberg,1,22,22,15864585,2005,2005,2005
Anke Osterloh,1,10,10,16786361,2006,2006,2006
Willem W Overwijk,1,4,4,26050024,2015,2015,2015
Tarek M Owaidah,1,1,1,12850813,2003,2003,2003
P Oxholm,1,0,0,2680309,1989,1989,1989
Keiko Ozato,1,40,40,16474425,2006,2006,2006
Oliver Pabst,1,22,22,23083727,2012,2012,2012
Rose-Ann Padua,1,1,1,15889256,2005,2005,2005
Andrea Page-McCaw,1,25,25,17702617,2007,2007,2007
Clive Page,1,4,4,26051948,2015,2015,2015
P Paglia,1,4,4,9558004,1998,1998,1998
Chiranjib Pal,1,1,1,17585683,2007,2007,2007
V Palathumpat,1,2,2,9211416,1997,1997,1997
Krzysztof Palgan,1,0,0,20013703,2009,2009,2009
Fredrik Palm,1,9,9,19077692,2008,2008,2008
Scott M Palmer,1,3,3,16297771,2005,2005,2005
S T Pals,1,13,13,1597319,1992,1992,1992
Derwood H Pamphilon,1,3,3,16275419,2005,2005,2005
Jian-ping Pan,1,0,0,20731047,2010,2010,2010
Jian-Ping Pan,1,0,0,26713536,2015,2015,2015
Yun Pan,1,0,0,25052614,2014,2014,2014
Julian Panes,1,0,0,20381204,2010,2010,2010
N Panoskaltsis,1,1,1,15674424,2005,2005,2005
G Pantaleo,1,0,0,8782009,1995,1995,1995
A J Pantuck,1,1,1,11547065,2001,2001,2001
Rajita Pappu,1,27,27,22476048,2012,2012,2012
A Paradowska-Gorycka,1,15,15,20415779,2010,2010,2010
Prahlad Parajuli,1,2,2,15493362,2004,2004,2004
G Pardo,1,1,1,3552682,1987,1987,1987
D M Pardoll,1,53,53,9585204,1998,1998,1998
Peter Parham,1,21,21,12563295,2003,2003,2003
Se-Ho Park,1,11,11,18197797,2008,2008,2008
Sung Gyoo Park,1,1,1,25990434,2015,2015,2015
E K Parkinson,1,2,2,1489975,1992,1992,1992
Giorgio Parmiani,1,45,45,12048268,2002,2002,2002
Ian F Parney,1,10,10,22639158,2012,2012,2012
P Parrilla Paricio,1,3,3,17883298,2007,2007,2007
J A Parrish,1,2,2,6336836,1983,1983,1983
Andrew T Parsa,1,0,0,25431096,2014,2014,2014
M R Parwaresch,1,3,3,2292194,1990,1990,1990
Mikhail Pashenkov,1,13,13,12580542,2003,2003,2003
Jean-Jacques Patard,1,0,0,16713068,2006,2006,2006
Anand C Patel,1,15,15,19477323,2009,2009,2009
Dipika V Patel,1,2,2,26770980,2016,2016,2016
A M Paterson,1,2,2,16375693,2005,2005,2005
Prashant S Patole,1,9,9,16207351,2005,2005,2005
Stephane Paul,1,2,2,12108977,2002,2002,2002
Romain Pauwels,1,64,64,15879415,2005,2005,2005
Ivan Pavic,1,4,4,19818224,2009,2009,2009
Anna C Pavlick,1,4,4,24788575,2014,2014,2014
Ewelina Pawlak,1,0,0,19373192,2009,2009,2009
R Pawliczak,1,3,3,26678915,2015,2015,2015
Eric Pearlman,1,24,24,18781257,2008,2008,2008
James Edward Pease,1,24,24,16890751,2006,2006,2006
G Pecher,1,0,0,12566897,2003,2003,2003
Klaus Pechhold,1,4,4,18445352,2008,2008,2008
